SCENARIO_NAME,SCHEDULE_TYPE,START_DATETIME,SOC,CHARGE_ENERGY,DISCHARGE_ENERGY,PRICE_ENERGY,REVENUE
historical,cleared,2026-01-26 15:15:00.000 +1000,356.03000,0.04893,0.02378,174.99000,-5.02242
historical,expected,2026-01-26 15:15:00.000 +1000,356.63470,0.34472,0.00000,175.99000,-63.40459
historical,cleared,2026-01-26 15:20:00.000 +1000,355.57999,0.00000,0.06272,138.00000,8.04030
historical,expected,2026-01-26 15:20:00.000 +1000,355.93513,0.00000,0.09487,138.00000,12.16155
historical,cleared,2026-01-26 15:25:00.000 +1000,355.25000,0.00571,0.05785,138.04003,6.60637
historical,expected,2026-01-26 15:25:00.000 +1000,355.88546,0.32155,0.00000,138.04003,-44.06900
historical,cleared,2026-01-26 15:30:00.000 +1000,354.97998,0.00000,0.03876,138.66000,4.99212
historical,expected,2026-01-26 15:30:00.000 +1000,355.23764,0.00000,0.01236,138.04004,1.58508
historical,cleared,2026-01-26 15:35:00.000 +1000,354.64999,0.07264,0.05680,170.44000,-3.80872
historical,expected,2026-01-26 15:35:00.000 +1000,355.34561,0.38488,0.00000,170.44000,-65.12966
historical,cleared,2026-01-26 15:40:00.000 +1000,354.38000,0.16157,0.00000,138.04004,-23.30968
historical,expected,2026-01-26 15:40:00.000 +1000,355.07506,0.42507,0.00000,138.04004,-61.32404
historical,cleared,2026-01-26 15:45:00.000 +1000,354.03000,0.00000,0.05510,170.44000,8.72297
historical,expected,2026-01-26 15:45:00.000 +1000,354.71578,0.35346,0.00000,170.44000,-59.81229
historical,cleared,2026-01-26 15:50:00.000 +1000,350.82001,0.00000,0.07471,170.44000,11.82787
historical,expected,2026-01-26 15:50:00.000 +1000,354.32254,0.30793,0.00000,170.44000,-52.10912
historical,cleared,2026-01-26 15:55:00.000 +1000,350.50000,0.00000,0.06076,175.72000,9.91848
historical,expected,2026-01-26 15:55:00.000 +1000,350.71284,0.00000,0.10717,170.44000,16.96724
historical,cleared,2026-01-26 16:00:00.000 +1000,350.23999,0.24354,0.03380,170.44000,-37.94705
historical,expected,2026-01-26 16:00:00.000 +1000,350.89837,0.41934,0.00000,170.44000,-70.96137
historical,cleared,2026-01-26 16:05:00.000 +1000,349.89999,0.00000,0.07314,170.44000,11.57978
historical,expected,2026-01-26 16:05:00.000 +1000,350.65501,0.43687,0.00000,170.44000,-73.92750
historical,cleared,2026-01-26 16:10:00.000 +1000,349.50998,0.05387,0.07304,300.75000,3.72691
historical,expected,2026-01-26 16:10:00.000 +1000,350.05718,0.16547,0.00000,299.44000,-49.19290
historical,cleared,2026-01-26 16:15:00.000 +1000,349.35001,0.11968,0.00000,161.61000,-20.21452
historical,expected,2026-01-26 16:15:00.000 +1000,349.77730,0.26732,0.00000,161.61000,-45.15064
historical,cleared,2026-01-26 16:20:00.000 +1000,351.60001,2.96875,0.00000,170.44000,-528.81751
historical,expected,2026-01-26 16:20:00.000 +1000,352.32888,2.97887,0.00000,272.53000,-848.45077
historical,cleared,2026-01-26 16:25:00.000 +1000,354.81000,2.92906,0.00000,300.75000,-920.65071
historical,expected,2026-01-26 16:25:00.000 +1000,354.46888,2.86887,0.00000,300.75000,-901.73287
historical,cleared,2026-01-26 16:30:00.000 +1000,354.50000,0.00000,0.06490,170.44000,10.27521
historical,expected,2026-01-26 16:30:00.000 +1000,354.78830,0.00000,0.02170,170.44000,3.43491
historical,cleared,2026-01-26 16:35:00.000 +1000,354.22998,0.00000,0.05035,170.44000,7.97144
historical,expected,2026-01-26 16:35:00.000 +1000,354.39547,0.00000,0.10453,170.44000,16.54993
historical,cleared,2026-01-26 16:40:00.000 +1000,353.89999,0.40855,0.07064,199.79030,-71.99542
historical,expected,2026-01-26 16:40:00.000 +1000,354.45495,0.22497,0.00000,227.32000,-53.44810
historical,cleared,2026-01-26 16:45:00.000 +1000,355.91998,2.63444,0.00000,227.32000,-625.87270
historical,expected,2026-01-26 16:45:00.000 +1000,356.46516,2.64869,0.09254,227.32000,-609.41711
historical,cleared,2026-01-26 16:50:00.000 +1000,360.97000,5.38333,0.00000,175.99000,-990.14760
historical,expected,2026-01-26 16:50:00.000 +1000,361.27837,5.35839,0.00000,175.99000,-985.56000
historical,cleared,2026-01-26 16:55:00.000 +1000,366.10999,5.38333,0.00000,300.75000,-1692.06712
historical,expected,2026-01-26 16:55:00.000 +1000,366.23379,5.26379,0.00000,299.44000,-1647.28515
historical,cleared,2026-01-26 17:00:00.000 +1000,371.35001,5.60302,0.00000,342.53000,-2005.77028
historical,expected,2026-01-26 17:00:00.000 +1000,372.68351,6.57352,0.00000,300.75000,-2066.16044
historical,cleared,2026-01-26 17:05:00.000 +1000,374.53000,3.06968,0.00000,300.75000,-964.85014
historical,expected,2026-01-26 17:05:00.000 +1000,374.29740,2.94739,0.00000,272.53000,-839.48310
historical,cleared,2026-01-26 17:10:00.000 +1000,374.44998,0.10606,0.00000,299.44000,-33.19161
historical,expected,2026-01-26 17:10:00.000 +1000,374.65570,0.12570,0.00000,270.00000,-35.47102
historical,cleared,2026-01-26 17:15:00.000 +1000,374.19000,0.00000,0.05485,360.55000,18.37176
historical,expected,2026-01-26 17:15:00.000 +1000,374.30186,0.00000,0.14812,300.75000,41.37987
historical,cleared,2026-01-26 17:20:00.000 +1000,374.22998,0.32728,0.00000,980.89000,-335.50813
historical,expected,2026-01-26 17:20:00.000 +1000,374.49088,0.32740,0.02939,591.89000,-186.11862
historical,cleared,2026-01-26 17:25:00.000 +1000,374.34000,0.32957,0.00000,270.00000,-92.99725
historical,expected,2026-01-26 17:25:00.000 +1000,374.65452,0.42454,0.00000,240.01000,-106.48910
historical,cleared,2026-01-26 17:30:00.000 +1000,374.03000,0.00000,0.07916,300.01000,22.06044
historical,expected,2026-01-26 17:30:00.000 +1000,374.28153,0.00000,0.05847,300.01000,16.29351
historical,cleared,2026-01-26 17:35:00.000 +1000,373.64999,0.00000,0.08193,360.55000,27.43971
historical,expected,2026-01-26 17:35:00.000 +1000,374.23046,0.21102,0.00000,300.01000,-62.85408
historical,cleared,2026-01-26 17:40:00.000 +1000,373.32999,0.00000,0.07544,300.01000,21.02372
historical,expected,2026-01-26 17:40:00.000 +1000,373.99912,0.36751,0.00000,299.44000,-109.26059
historical,cleared,2026-01-26 17:45:00.000 +1000,373.09000,0.00452,0.06368,980.89000,53.46078
historical,expected,2026-01-26 17:45:00.000 +1000,373.23323,0.00000,0.09676,299.44000,26.91507
historical,cleared,2026-01-26 17:50:00.000 +1000,372.84000,0.00000,0.07134,349.09000,23.13369
historical,expected,2026-01-26 17:50:00.000 +1000,372.99934,0.00000,0.09066,240.37000,20.24213
historical,cleared,2026-01-26 17:55:00.000 +1000,372.59000,0.11327,0.07537,980.89000,-46.38631
historical,expected,2026-01-26 17:55:00.000 +1000,373.53227,0.72870,0.00000,300.01000,-217.05496
historical,cleared,2026-01-26 18:00:00.000 +1000,369.91998,0.00000,3.27512,300.75000,914.97025
historical,expected,2026-01-26 18:00:00.000 +1000,369.24251,0.00000,3.34749,275.98000,858.16521
historical,cleared,2026-01-26 18:05:00.000 +1000,366.20999,0.00000,3.28947,3300.00000,10083.56250
historical,expected,2026-01-26 18:05:00.000 +1000,366.61844,0.00000,3.30154,555.69000,1704.20935
historical,cleared,2026-01-26 18:10:00.000 +1000,365.94998,0.00000,0.06335,3300.00000,194.18110
historical,expected,2026-01-26 18:10:00.000 +1000,366.04792,0.00000,0.16207,555.69000,83.65626
historical,cleared,2026-01-26 18:15:00.000 +1000,359.06998,0.00000,8.77193,555.69000,4527.94735
historical,expected,2026-01-26 18:15:00.000 +1000,357.07330,0.00000,8.87668,370.00000,3050.88606
historical,cleared,2026-01-26 18:20:00.000 +1000,342.44998,0.00000,17.54386,999.43000,16287.37757
historical,expected,2026-01-26 18:20:00.000 +1000,341.52835,0.00000,17.54163,555.69000,9054.74557
historical,cleared,2026-01-26 18:25:00.000 +1000,329.87000,0.00000,11.91662,14499.00000,160496.27285
historical,expected,2026-01-26 18:25:00.000 +1000,335.32643,0.00000,7.12355,3130.31000,20713.68654
historical,cleared,2026-01-26 18:30:00.000 +1000,324.57999,0.00000,5.41174,9899.00000,49762.44007
historical,expected,2026-01-26 18:30:00.000 +1000,326.44873,0.00000,3.42127,3130.31000,9948.27864
historical,cleared,2026-01-26 18:35:00.000 +1000,318.25998,0.00000,7.25196,1000.00000,6736.41495
historical,expected,2026-01-26 18:35:00.000 +1000,313.58977,0.00000,10.99022,980.89000,10013.82874
historical,cleared,2026-01-26 18:40:00.000 +1000,305.69998,0.00000,13.86716,3300.00000,42508.44886
historical,expected,2026-01-26 18:40:00.000 +1000,304.32868,0.00000,13.93130,1000.00000,12940.92228
historical,cleared,2026-01-26 18:45:00.000 +1000,289.22998,0.00000,17.53985,3397.99000,55363.25232
historical,expected,2026-01-26 18:45:00.000 +1000,288.18816,0.00000,17.51182,965.04000,15698.21063
historical,cleared,2026-01-26 18:50:00.000 +1000,267.84000,0.00000,17.54194,3397.99000,55369.84870
historical,expected,2026-01-26 18:50:00.000 +1000,271.75307,0.00000,17.47691,3130.31000,50818.95308
historical,cleared,2026-01-26 18:55:00.000 +1000,251.17000,0.00000,17.54386,14500.00000,236301.66667
historical,expected,2026-01-26 18:55:00.000 +1000,252.48967,0.00000,15.35033,3300.00000,47054.95723
historical,cleared,2026-01-26 19:00:00.000 +1000,234.53000,0.00000,17.50694,14502.38000,235843.13518
historical,expected,2026-01-26 19:00:00.000 +1000,235.81672,0.00000,15.35328,9899.00000,141177.73834
historical,cleared,2026-01-26 19:05:00.000 +1000,217.84999,0.00000,17.50694,19440.55000,316149.50523
historical,expected,2026-01-26 19:05:00.000 +1000,217.05929,0.00000,17.47071,3300.00000,53554.75341
historical,cleared,2026-01-26 19:10:00.000 +1000,204.37999,0.00000,13.15789,19440.55000,237612.12237
historical,expected,2026-01-26 19:10:00.000 +1000,204.68605,0.00000,13.16394,19440.55000,237721.30087
historical,cleared,2026-01-26 19:15:00.000 +1000,192.36000,0.00000,13.14363,19440.55000,237354.56123
historical,expected,2026-01-26 19:15:00.000 +1000,191.17025,0.00000,13.20974,3300.00000,40493.17594
historical,cleared,2026-01-26 19:20:00.000 +1000,172.70000,0.00000,17.53274,19440.55000,316615.39528
historical,expected,2026-01-26 19:20:00.000 +1000,174.83912,0.00000,17.52088,9899.00000,161109.42011
historical,cleared,2026-01-26 19:25:00.000 +1000,155.84000,0.00000,17.46117,19440.55000,315322.97819
historical,expected,2026-01-26 19:25:00.000 +1000,155.29104,0.00000,17.40896,14500.00000,234484.72874
historical,cleared,2026-01-26 19:30:00.000 +1000,138.98999,0.00000,17.40252,19440.55000,314263.81682
historical,expected,2026-01-26 19:30:00.000 +1000,138.46760,0.00000,17.37240,9899.00000,159744.04684
historical,cleared,2026-01-26 19:35:00.000 +1000,122.18000,0.00000,17.38523,19440.55000,313951.54232
historical,expected,2026-01-26 19:35:00.000 +1000,121.72500,0.00000,17.26499,13995.67000,224457.23888
historical,cleared,2026-01-26 19:40:00.000 +1000,105.23000,0.00000,17.35637,19440.55000,313430.35240
historical,expected,2026-01-26 19:40:00.000 +1000,104.89214,0.00000,17.28786,4173.82000,67026.81984
historical,cleared,2026-01-26 19:45:00.000 +1000,88.12000,0.00000,17.35698,19440.55000,313441.46610
historical,expected,2026-01-26 19:45:00.000 +1000,87.90390,0.00000,17.32610,4174.82000,67191.18213
historical,cleared,2026-01-26 19:50:00.000 +1000,74.72000,0.00000,13.05349,19440.55000,235726.75512
historical,expected,2026-01-26 19:50:00.000 +1000,75.20109,0.00000,12.91891,14500.00000,174007.29403
historical,cleared,2026-01-26 19:55:00.000 +1000,66.23000,0.00000,7.65827,19440.55000,138297.00825
historical,expected,2026-01-26 19:55:00.000 +1000,68.09962,0.00000,6.62038,14499.00000,89165.00815
historical,cleared,2026-01-26 20:00:00.000 +1000,57.88000,0.00000,7.92263,19440.55000,143071.06933
historical,expected,2026-01-26 20:00:00.000 +1000,59.94246,0.00000,6.28754,16436.79000,96000.05023
historical,cleared,2026-01-26 20:05:00.000 +1000,49.38000,0.00000,7.86710,19440.55000,142068.19357
historical,expected,2026-01-26 20:05:00.000 +1000,51.58945,0.00000,6.29055,14500.00000,84728.68714
historical,cleared,2026-01-26 20:10:00.000 +1000,36.98000,0.00000,13.05558,16436.79000,199336.41930
historical,expected,2026-01-26 20:10:00.000 +1000,36.35555,0.00000,13.02445,3300.00000,39925.18557
historical,cleared,2026-01-26 20:15:00.000 +1000,25.09000,0.00000,10.87719,19440.55000,196426.02116
historical,expected,2026-01-26 20:15:00.000 +1000,26.20376,0.00000,10.77624,14499.00000,145137.20566
historical,cleared,2026-01-26 20:20:00.000 +1000,20.91000,0.00000,4.25058,19440.55000,76759.15016
historical,expected,2026-01-26 20:20:00.000 +1000,23.28940,0.00000,1.80060,16436.79000,27492.16319
historical,cleared,2026-01-26 20:25:00.000 +1000,16.66000,0.00000,4.16908,19440.55000,75287.33667
historical,expected,2026-01-26 20:25:00.000 +1000,19.08227,0.00000,1.82773,16436.79000,27906.35932
historical,cleared,2026-01-26 20:30:00.000 +1000,12.43000,0.00000,4.44206,20299.98000,83763.21927
historical,expected,2026-01-26 20:30:00.000 +1000,12.19486,0.00000,4.46514,19440.55000,80633.77490
historical,cleared,2026-01-26 20:35:00.000 +1000,10.04000,0.00000,2.19298,20300.00000,41352.79167
historical,expected,2026-01-26 20:35:00.000 +1000,10.18439,0.00000,2.24561,20300.00000,42345.25867
historical,cleared,2026-01-26 20:40:00.000 +1000,9.95000,0.00000,0.00000,20300.00000,0.00000
historical,expected,2026-01-26 20:40:00.000 +1000,9.95535,0.00000,0.08465,20300.00000,1596.21776
historical,cleared,2026-01-26 20:45:00.000 +1000,12.82000,0.00000,0.00000,20300.00000,0.00000
historical,expected,2026-01-26 20:45:00.000 +1000,9.95712,0.00712,0.00000,20299.98000,-151.16149
historical,cleared,2026-01-26 20:50:00.000 +1000,16.70000,0.00000,0.00000,20299.98000,0.00000
historical,expected,2026-01-26 20:50:00.000 +1000,12.85444,0.03444,0.00000,19445.56000,-699.86254
historical,cleared,2026-01-26 20:55:00.000 +1000,16.58000,0.00000,0.00000,19445.56000,0.00000
historical,expected,2026-01-26 20:55:00.000 +1000,16.71188,0.01187,0.00000,16829.24000,-208.86170
historical,cleared,2026-01-26 21:00:00.000 +1000,16.32000,0.00000,0.00000,19445.56000,0.00000
historical,expected,2026-01-26 21:00:00.000 +1000,16.57868,0.00000,0.00132,16436.79000,20.08987
historical,cleared,2026-01-26 21:05:00.000 +1000,16.13000,0.00000,0.00000,19445.52000,0.00000
historical,expected,2026-01-26 21:05:00.000 +1000,16.33425,0.01425,0.00000,14999.00000,-223.37669
historical,cleared,2026-01-26 21:10:00.000 +1000,15.87000,0.00000,0.00000,19445.56000,0.00000
historical,expected,2026-01-26 21:10:00.000 +1000,16.13554,0.00554,0.00000,16436.79000,-95.19586
historical,cleared,2026-01-26 21:15:00.000 +1000,15.68000,0.00000,0.00000,19445.56000,0.00000
historical,expected,2026-01-26 21:15:00.000 +1000,15.89533,0.02533,0.00000,8980.00000,-237.75483
historical,cleared,2026-01-26 21:20:00.000 +1000,15.46000,0.00000,0.00000,19445.56000,0.00000
historical,expected,2026-01-26 21:20:00.000 +1000,15.68396,0.00396,0.00000,2000.00000,-8.27376
historical,cleared,2026-01-26 21:25:00.000 +1000,15.33000,0.00000,0.00000,16486.74000,0.00000
historical,expected,2026-01-26 21:25:00.000 +1000,15.48533,0.02533,0.00000,330.00000,-8.73709
historical,cleared,2026-01-26 21:30:00.000 +1000,15.23000,0.00000,0.00000,19445.56000,0.00000
historical,expected,2026-01-26 21:30:00.000 +1000,15.36088,0.03088,0.00000,2000.00000,-64.53535
historical,cleared,2026-01-26 21:35:00.000 +1000,15.14000,0.00000,0.00000,8980.00000,0.00000
historical,expected,2026-01-26 21:35:00.000 +1000,15.23554,0.00554,0.00000,270.00000,-1.56374
historical,cleared,2026-01-26 21:40:00.000 +1000,15.04000,0.00000,0.00000,2000.00000,0.00000
historical,expected,2026-01-26 21:40:00.000 +1000,15.14554,0.00554,0.00000,270.00000,-1.56374
historical,cleared,2026-01-26 21:45:00.000 +1000,14.95000,0.00000,0.00000,335.90000,0.00000
historical,expected,2026-01-26 21:45:00.000 +1000,15.04119,0.00119,0.00000,230.00000,-0.28544
historical,cleared,2026-01-26 21:50:00.000 +1000,14.87000,0.00000,0.00000,898.66000,0.00000
historical,expected,2026-01-26 21:50:00.000 +1000,14.89474,0.00000,0.05526,230.00000,11.80694
historical,cleared,2026-01-26 21:55:00.000 +1000,14.83000,0.00000,0.00000,299.44000,0.00000
historical,expected,2026-01-26 21:55:00.000 +1000,14.87515,0.00515,0.00000,177.03000,-0.95206
historical,cleared,2026-01-26 22:00:00.000 +1000,14.82000,0.00000,0.00000,337.68000,0.00000
historical,expected,2026-01-26 22:00:00.000 +1000,14.88977,0.05977,0.00000,230.00000,-14.36739
historical,cleared,2026-01-26 22:05:00.000 +1000,14.78000,0.00000,0.00000,270.00000,0.00000
historical,expected,2026-01-26 22:05:00.000 +1000,14.86710,0.04710,0.00000,138.04000,-6.79556
historical,cleared,2026-01-26 22:10:00.000 +1000,14.72000,0.00000,0.00000,216.42000,0.00000
historical,expected,2026-01-26 22:10:00.000 +1000,14.82156,0.04156,0.00000,138.04000,-5.99608
historical,cleared,2026-01-26 22:15:00.000 +1000,14.66000,0.00000,0.00000,299.44000,0.00000
historical,expected,2026-01-26 22:15:00.000 +1000,14.72475,0.00475,0.00000,215.59000,-1.07024
historical,cleared,2026-01-26 22:20:00.000 +1000,14.52000,0.00000,0.00000,270.00000,0.00000
historical,expected,2026-01-26 22:20:00.000 +1000,14.65912,0.00000,0.00088,138.04000,0.11248
historical,cleared,2026-01-26 22:25:00.000 +1000,14.45000,0.00000,0.00000,270.00000,0.00000
historical,expected,2026-01-26 22:25:00.000 +1000,14.52000,0.00000,0.00000,170.44000,0.00000
historical,cleared,2026-01-26 22:30:00.000 +1000,14.38000,0.00000,0.00000,8809.25000,0.00000
historical,expected,2026-01-26 22:30:00.000 +1000,14.45158,0.00158,0.00000,270.00000,-0.44678
historical,cleared,2026-01-26 22:35:00.000 +1000,14.28000,0.27077,0.00000,351.89000,-99.57934
historical,expected,2026-01-26 22:35:00.000 +1000,14.78790,0.40790,0.00000,299.44000,-127.65097
historical,cleared,2026-01-26 22:40:00.000 +1000,14.18000,0.00000,0.00000,555.69000,0.00000
historical,expected,2026-01-26 22:40:00.000 +1000,16.22567,2.04807,0.00000,330.00000,-671.03208
historical,cleared,2026-01-26 22:45:00.000 +1000,14.09000,0.00000,0.00000,555.69000,0.00000
historical,expected,2026-01-26 22:45:00.000 +1000,16.11402,1.93402,0.00000,349.09000,-705.60258
historical,cleared,2026-01-26 22:50:00.000 +1000,13.46000,0.00000,0.11968,555.69000,61.77832
historical,expected,2026-01-26 22:50:00.000 +1000,14.55084,0.46084,0.00000,270.00000,-130.03869
historical,cleared,2026-01-26 22:55:00.000 +1000,15.82000,3.95833,0.92105,898.66000,-2936.94318
historical,expected,2026-01-26 22:55:00.000 +1000,16.65438,3.95833,0.84649,311.24000,-1039.06324
historical,cleared,2026-01-26 23:00:00.000 +1000,20.40000,3.95833,0.00000,349.09000,-1444.14383
historical,expected,2026-01-26 23:00:00.000 +1000,19.75617,3.93617,0.00000,311.24000,-1280.35240
historical,cleared,2026-01-26 23:05:00.000 +1000,20.29000,0.00000,0.00000,555.69000,0.00000
historical,expected,2026-01-26 23:05:00.000 +1000,20.37632,0.00000,0.02368,311.24000,6.84744
historical,cleared,2026-01-26 23:10:00.000 +1000,20.20000,0.00000,0.00000,349.09000,0.00000
historical,expected,2026-01-26 23:10:00.000 +1000,20.29079,0.00079,0.00000,311.24000,-0.25751
historical,cleared,2026-01-26 23:15:00.000 +1000,20.17000,0.00000,0.00000,349.09000,0.00000
historical,expected,2026-01-26 23:15:00.000 +1000,20.20515,0.00515,0.00000,311.24000,-1.67383
historical,cleared,2026-01-26 23:20:00.000 +1000,20.14000,0.00000,0.00000,299.44000,0.00000
historical,expected,2026-01-26 23:20:00.000 +1000,20.22819,0.05819,0.00000,230.00000,-13.98680
historical,cleared,2026-01-26 23:25:00.000 +1000,20.07000,0.00000,0.00000,555.69000,0.00000
historical,expected,2026-01-26 23:25:00.000 +1000,20.18988,0.04988,0.00000,299.44000,-15.60822
historical,cleared,2026-01-26 23:30:00.000 +1000,19.97000,0.00000,0.00000,299.44000,0.00000
historical,expected,2026-01-26 23:30:00.000 +1000,20.12621,0.05621,0.00000,229.00000,-13.45231
historical,cleared,2026-01-26 23:35:00.000 +1000,19.88000,0.00000,0.00000,299.44000,0.00000
historical,expected,2026-01-26 23:35:00.000 +1000,19.97831,0.00831,0.00000,230.00000,-1.99811
historical,cleared,2026-01-26 23:40:00.000 +1000,19.62000,0.00000,0.00000,349.09000,0.00000
historical,expected,2026-01-26 23:40:00.000 +1000,19.87912,0.00000,0.00088,270.00000,0.22000
historical,cleared,2026-01-26 23:45:00.000 +1000,19.72000,0.00000,0.00000,555.69000,0.00000
historical,expected,2026-01-26 23:45:00.000 +1000,19.62317,0.00317,0.00000,299.44000,-0.99100
historical,cleared,2026-01-26 23:50:00.000 +1000,19.63000,0.00000,0.00000,349.09000,0.00000
historical,expected,2026-01-26 23:50:00.000 +1000,19.72990,0.00990,0.00000,270.00000,-2.79239
historical,cleared,2026-01-26 23:55:00.000 +1000,19.58000,0.00000,0.00000,335.90000,0.00000
historical,expected,2026-01-26 23:55:00.000 +1000,19.65692,0.02692,0.00000,230.00000,-6.47008
historical,cleared,2026-01-27 00:00:00.000 +1000,19.54000,0.00000,0.00000,555.69000,0.00000
historical,expected,2026-01-27 00:00:00.000 +1000,19.61008,0.03008,0.00000,270.00000,-8.48888
historical,cleared,2026-01-27 00:05:00.000 +1000,19.49000,0.00000,0.00000,270.00000,0.00000
historical,expected,2026-01-27 00:05:00.000 +1000,19.57840,0.03840,0.00000,178.70000,-7.17083
historical,cleared,2026-01-27 00:10:00.000 +1000,19.36000,0.00000,0.00000,337.68000,0.00000
historical,expected,2026-01-27 00:10:00.000 +1000,19.47158,0.00000,0.01842,230.00000,3.93564
historical,cleared,2026-01-27 00:15:00.000 +1000,19.29000,0.00000,0.00000,550.44000,0.00000
historical,expected,2026-01-27 00:15:00.000 +1000,19.39325,0.03325,0.00000,299.44000,-10.40548
historical,cleared,2026-01-27 00:20:00.000 +1000,19.18000,0.00000,0.00000,555.55000,0.00000
historical,expected,2026-01-27 00:20:00.000 +1000,19.31612,0.02612,0.00000,300.75000,-8.21150
historical,cleared,2026-01-27 00:25:00.000 +1000,19.06000,0.00000,0.00000,550.44000,0.00000
historical,expected,2026-01-27 00:25:00.000 +1000,19.16947,0.00000,0.01053,270.00000,2.64006
historical,cleared,2026-01-27 00:30:00.000 +1000,18.94000,0.00000,0.00000,907.63000,0.00000
historical,expected,2026-01-27 00:30:00.000 +1000,19.09285,0.03285,0.00000,555.55000,-19.07543
historical,cleared,2026-01-27 00:35:00.000 +1000,18.83000,0.00000,0.00000,349.09000,0.00000
historical,expected,2026-01-27 00:35:00.000 +1000,18.87553,0.00000,0.06447,230.00000,13.77476
historical,cleared,2026-01-27 00:40:00.000 +1000,18.72000,0.00000,0.00000,360.55000,0.00000
historical,expected,2026-01-27 00:40:00.000 +1000,18.83277,0.00277,0.00000,270.00000,-0.78187
historical,cleared,2026-01-27 00:45:00.000 +1000,18.64000,0.00000,0.00000,550.44000,0.00000
historical,expected,2026-01-27 00:45:00.000 +1000,18.71211,0.00000,0.00789,300.75000,2.20555
historical,cleared,2026-01-27 00:50:00.000 +1000,18.51000,0.00000,0.00000,555.69000,0.00000
historical,expected,2026-01-27 00:50:00.000 +1000,18.65425,0.01425,0.00000,550.44000,-8.19758
historical,cleared,2026-01-27 00:55:00.000 +1000,18.36000,0.00000,0.00000,555.69000,0.00000
historical,expected,2026-01-27 00:55:00.000 +1000,18.51277,0.00277,0.00000,349.09000,-1.01090
historical,cleared,2026-01-27 01:00:00.000 +1000,18.27000,0.00000,0.00000,964.24000,0.00000
historical,expected,2026-01-27 01:00:00.000 +1000,18.36158,0.00158,0.00000,349.09000,-0.57766
historical,cleared,2026-01-27 01:05:00.000 +1000,18.15000,0.00000,0.00000,550.44000,0.00000
historical,expected,2026-01-27 01:05:00.000 +1000,18.26868,0.00000,0.00132,349.09000,0.42668
historical,cleared,2026-01-27 01:10:00.000 +1000,18.01000,0.00494,0.00000,898.99000,-4.64530
historical,expected,2026-01-27 01:10:00.000 +1000,18.13064,0.00000,0.01936,349.09000,6.27715
historical,cleared,2026-01-27 01:15:00.000 +1000,17.89000,0.01503,0.31930,555.55000,156.18199
historical,expected,2026-01-27 01:15:00.000 +1000,17.05210,0.00000,0.95790,349.09000,310.62180
historical,cleared,2026-01-27 01:20:00.000 +1000,17.79000,0.01880,0.00000,555.55000,-10.91608
historical,expected,2026-01-27 01:20:00.000 +1000,17.90401,0.01401,0.00000,349.09000,-5.11162
historical,cleared,2026-01-27 01:25:00.000 +1000,17.70000,0.01880,0.00000,550.44000,-10.81460
historical,expected,2026-01-27 01:25:00.000 +1000,17.79163,0.00163,0.00000,270.00000,-0.46025
historical,cleared,2026-01-27 01:30:00.000 +1000,17.54000,0.00000,0.00000,550.44000,0.00000
historical,expected,2026-01-27 01:30:00.000 +1000,17.71649,0.01649,0.00000,299.44000,-5.15913
historical,cleared,2026-01-27 01:35:00.000 +1000,17.17000,0.00000,0.95949,550.44000,490.59470
historical,expected,2026-01-27 01:35:00.000 +1000,16.83780,0.00000,0.70220,270.00000,176.11648
historical,cleared,2026-01-27 01:40:00.000 +1000,17.04000,0.00000,0.00000,349.09000,0.00000
historical,expected,2026-01-27 01:40:00.000 +1000,16.52961,0.00000,0.64039,270.00000,160.61314
historical,cleared,2026-01-27 01:45:00.000 +1000,16.73000,0.00000,0.44164,555.69000,227.96712
historical,expected,2026-01-27 01:45:00.000 +1000,16.54852,0.00000,0.49148,349.09000,159.37521
historical,cleared,2026-01-27 01:50:00.000 +1000,16.40000,0.00000,0.41302,898.66000,344.77595
historical,expected,2026-01-27 01:50:00.000 +1000,16.23081,0.00000,0.49919,270.00000,125.19897
historical,cleared,2026-01-27 01:55:00.000 +1000,16.22000,0.00000,0.02999,550.44000,15.33436
historical,expected,2026-01-27 01:55:00.000 +1000,16.29977,0.00000,0.10023,230.00000,21.41382
historical,cleared,2026-01-27 02:00:00.000 +1000,16.09000,0.02050,0.00000,390.67000,-8.37197
historical,expected,2026-01-27 02:00:00.000 +1000,16.19790,0.00000,0.02210,230.00000,4.72227
historical,cleared,2026-01-27 02:05:00.000 +1000,16.01000,0.03905,0.00000,550.44000,-22.46704
historical,expected,2026-01-27 02:05:00.000 +1000,15.77692,0.00000,0.31308,300.75000,87.46531
historical,cleared,2026-01-27 02:10:00.000 +1000,15.89000,0.03905,0.14282,499.91000,46.22634
historical,expected,2026-01-27 02:10:00.000 +1000,15.82364,0.00000,0.18636,300.75000,52.06381
historical,cleared,2026-01-27 02:15:00.000 +1000,15.76000,0.02430,0.13657,550.44000,56.06150
historical,expected,2026-01-27 02:15:00.000 +1000,15.69980,0.00000,0.19020,335.90000,59.34636
historical,cleared,2026-01-27 02:20:00.000 +1000,15.61000,0.02430,0.11950,550.44000,47.33301
historical,expected,2026-01-27 02:20:00.000 +1000,15.60683,0.00000,0.15317,349.09000,49.66896
historical,cleared,2026-01-27 02:25:00.000 +1000,15.50000,0.00000,0.00689,550.44000,3.52482
historical,expected,2026-01-27 02:25:00.000 +1000,15.60120,0.00000,0.00880,310.22000,2.53514
